text,label
진짜 점수내기 위한 쇼로 보인다.진짜 박진감있는 무예모습은 1도 없다 왜이리 변질되었을까? 최악이다,혐오
한심하다 ..한심하다..한심하다..,혐오
"남녀 기회의평등 = 페미니스트 였는데, 성차별 주의자 = 페미가 된게 안타깝니다. 페미나 나치나 뭐가 다르냐. 성인지감수성 교육 들으면서 곰탕집 사건이 계속 떠올라 여직원 가능하면 없애는 방면으로 가야겠다는 생각만 들게만들더라. 안부대끼는게 안전하지.",혐오
designated driver 가 한국의 대리운전 하고는 좀 다른것 같은데요. 설명해주실 수 있나요?,비혐오
저사람이 코로나 만든사람일수돜,비혐오
그래 행복해보이네,비혐오
아이거 우리나리도 곧 이래될거닌깐 예행연습삼아 시청하지ㅣ,혐오
백인 이였다면 저렇게 까지 목을 눌렀을까?? 슬프네요 R.I.P.....,비혐오
ㄱㅇ 아니라메 사겼는데 ㄱㅇㄱㄹ인걸 알고 손절,비혐오
니네나라가서기도해,혐오
여자는 약자가 아니다! 근데 힘든일은 남자들이해!  동성애자 차별은 싫어요! 근데 아동성애자는 차별할래요!,혐오
별로 도움이 안되는 완전히 본인만의 견해입니다,비혐오
반드시 막아야 합니다. 차별금지법이 통과한 외국나라의 악영향의 사례들을 더 널리 홍보해야 합니다. 질서가 없는 세상을 자녀들에게 물려주어서는 절대안됩니다. 정신을 차리고 차별금지법을 막아냅시다.,비혐오
"세상권세인 국가도 코로나 환란과 역경에 처한 국민들에게 재난지원금, 손실보상금등등 돌려줬는데 교회는 만나나 메추리알 같은 하늘양식을 내려달라 기도하긴 커녕 주일날 못 모여 헌금 안걷힐까 하는 세상걱정밖에 없지 않았나",혐오
기본적인 인간에 대한 예의가 없는 사람들은 어느 나라에 있으니까 무시하고 한국에서 좋은 추억 만드시길 바랍니다.,비혐오
난민 받고 한미 원자력 협정 개정해,비혐오
이슬람 절대 안된다!!  대구시민 이기세요!!,혐오
주님의 은혜가운데 귀한 사역을 진행해 주시는 국민일보교회건축자문위원단의 위촉을 진심으로 감사드립니다.지난한해 귀한 도움을 받았습니다.올 한해 건승하는 단체되시기를 소망합니디.,비혐오
"모든 국민이 군부의 탄압을 받는다데, 더욱이 코로나 시국에 비행기타고 두바이간다고? 그러고 한국에 난민 신청? 더욱이 다량의 자료를 구비? 미얀마에서 죽임늘 당하는 사람들만 불쌍하지 !!! 이때다 싶어 코스프레가 난무하는군 ...",혐오
게2이야...군대갔다가 다시오렴,혐오
개신교혐오는 정광훈목사사태 이전엔 없었다고 생각하시는지요?그렇다기엔 이미 교회발 확진자뉴스를 너무 많이 접하였습니다,비혐오
이래도 대깨는 좋아라 합니다.식당에서 밥먹는데집값 올라간게 박근혜 때문이라고 여자들이이야기 하는데 도대체 머리가 어떻게 된듯 싶더라.오로지 문바라기들~밥먹다 젓가락으로 찌르고싶더라.ㅋ,혐오
책 생명 끝내야죠가 원하는 바인가? 대단히 유감스러운 발상이다,비혐오
동성애 하나만 보더라도 교회가 문정권을지지한다는것은 말도 안된다! 하나님말씀을 두려워하지않는 가짜인것이다! 이거 하나만 봐도 된다!,혐오
역적 매국노들 ! 이슬람에 나라를 파는 민족의 배신자들 ! 히잡반대 할랄 반대 억압과 야만 학대의 민족 이슬람은 이슬람 권으로 가라 !,혐오
결국 진보 ㅋ ㅋ 그냥 쉬세요,혐오
한국여자는 사계절 치마 필수 ㅋㅋ,혐오
안철수가 안철수 한건데 뭐,혐오
"-만약 가톨릭 교회는 이단이며 구원이 없다면, 로마 제국의 기독교 공인 이후 [1517년 종교개혁 이전까지 절대 다수의 신자들은 1명도 빠짐없이 지옥갔다] 는 논리가 성립되는데, 그렇다면 수많은 절대 다수의 신자들이 모두 지옥불 속으로 떨어질동안",비혐오
종교적 이맞는말이죠 낙타가 바늘귀로들어가는것이 쉽다는 말처럼 천국은 은 네이웃을 네몸과 같이사랑 했느냐 하나님뜻대로 하는자라는  하나님나라에 들어가느니라 했는데 하나님뜻대로 못살았으니 지옥으로 갈수밖에 없는게 현실입 니다,비혐오
딱봐도 군대 안다녀온 티가 나네요;; 조직되고 훈련된 1만이 그냥 민간인 총든 10만 그냥 조집니다. 훈련 안받고 조직도 없고 지휘계통이 서있지 않는한 민간인은 그냥 민간인입니다. 무식하면 그냥 조용히 하는게 좋습니다.,혐오
대선출마하려고 용을 쓰는구나...제발 대선나와라...추잡한 그 실체를 심판받아라...조국스럽고 추잡하고 문제다운 삼류정치인들은 이번에 제발 자기별로 돌아가기를..,혐오
ㅋㅋㅋㅋㅋㅋㅋ말같지도 않은 개소리를 논리적인척 하면서 울부짖는게 마치 맷돼지 한마리를 보는거 같네요,혐오
본인들의 삶을 바꾸고 싶다는 사람들이 세월호 사건 단 한번도 진심으로 뉘우친적 없는 국짐당을 지지하고 후보 능력따위는 보지도 않고 투표하는 자들은 삶을 빠꿀 자격이 없겠죠!,혐오
재밌어요 🙏🙏🙏,비혐오
여러분 이들은 차별금지법을 제대로 이해하지못해서 저러는게 아닙니다. 제.대.로. 이해하고 있기때문에 악법으로 활용하는 악한 자들 입니다. 차별하자는게 아니라 역차별을 반대합니다.,비혐오
저도 이 영화 봄  ☺,비혐오
"일부한국인 아이들의 이기적인 성향때문에 멀리서 온 학생들이 마음에 상처를 입힐까봐 걱정이네요..,,따뜻한 마음으로 합시다٩(๑˃̶͈̀◡˂̶͈́๑)۶",비혐오
차별금지법에 의한 고용 영역에서의 문제점을 다뤄주세요,비혐오
하시바 저샠히들쫌 쫓아내,혐오
당신 자식이 성소수자 이길 기원 할께요..당신 자식 다리 몽댕이나 부러 트리시길..,혐오
아니 목사가 그러는지 모르고 교회 다녔다는게 말도 안되는 변명이다.,비혐오
동성혼이 왜요?신경 끄세요사랑하는 사람이랑 결혼 할수 있게 냅둬요,혐오
"양성평등에 걸맞게 여대 폐지, 여대로스쿨 및 여대의전원 등 폐지, 남성과 같은 기간의 여성징병이 된다면 쌍수 들고 지지하겠습니다.",혐오
저는 말레이시아에서 사는 십대 소녀입니다. 현재이집트에 대해 잘 모르겠지만 말레이시아에서는 여성들이 자유롭게 돌아 다닐 수 있습니다. 제가 코로나전에 친구들이랑 자주 놀았어요. 사람들이 이슬람교에 대한 편견을 없었으면 좋겠습니다 <3,비혐오
부산은행 부실수사로 대장동 자본금 마련해준 윤석열.  윤석열 승진시킨 박영수.  화천대유 그분은 박영수.,비혐오
정신이상 걸린사람이 자기는 사람이 아니고 쥐인거 같다고 쥐처럼 수술하고 다녀도 소수권자라고 인정해주고 직업 보장해줘야겠군,혐오
이재명이 되면 토지공개념? 부동산헛발질? 사유재산 살아지는게 문제일까 ? 곧 니가 누리는 모든것 들을 포기해야할텐데 ?,혐오
신기누설님 영상이면 아무리 관심없던 영화였더라도 바로 기대 만빵으로 클릭하고 재밌게 봅니다! 항상 감사드려요ㅎㅎ,비혐오
동성애 가 죄가 아니라면,혐오
좋아요 목사님 카톨릭과 개신교를구분해주시니감사합니다.,비혐오
뿌듯??? 반성에서 비롯된 혁신 아닌가요 뭐 그리 희망에 차 계신지 모르겠네요 솔직히 문정부 어용단체 이미지 벗기 힘들 것 같습니다. 국민의 힘이나 야당 여성의원들과도 소통하는 자리를 마련해주세요,비혐오
살벌하네 저런곳에 이슬람 무섭다,혐오
이슬람이 170종파 놀랍네요 ㅡ,비혐오
제가 알기로는 하나님이란 말은 미국 개신교가 우리나라에 정착하고 교세가 컸던 곳이 북한지역이라고 알고있어요. 그리고 그 북한지역에서 하늘을 사투리로 하날이라고 발음했다네요. 결국 하나님이란 단어도 하날님 즉 우리 천주교와 같이 하늘님이라는 뜻이라고 배웠습니다!,비혐오
동성은 악이다,혐오
절절이 옳은 말씀에 동의합니다,비혐오
아니 땅떵이 넓은 미국 딴 놔두고 좁아터진 한국에??,혐오
귀하신 목사님 감사합니다^^ 건강하세요^^♡♡,비혐오
추/하다고 하지만 미/워한다고 하지만 애/원합니다.제발 정치계에 남아주세요~ 그래야 민주당이 더불어 살지 못하겠지요~,혐오
심각하다 …,비혐오
말은잘하네 에고 표를 돈주고 막사네,혐오
모든 매체가 - 중국동포 -라고 쓰고 있음 - 왜? - 정부지침임? 통제국가 - 독재국가냐?,혐오
근데 난민 90프로가 젊은남성이던데? 나라버리고 도망가는과정에서 얼마나 힘없는 여성과 노인들을 짓빏고 겨우도망쳣는지 알수있는부분 ㅋㅋ,혐오
꼬우면 돌아가라 별.... 이슬람이 뭐 한국전 때 보태준게 있나? 뭐가 있나? 조용히 지들 집에서 타이머 켜놓고 기도하면 되지.... 모이면 그 주변 할렘가되고 구역이 이슬람화 된다... 이건 전세계 공통이라서 해주면 안된다...,혐오
왜 받냐고? 미군 보호 아래 있는 한국이 거부할 수 있을까? 자주국방을 못한 국가의 씁쓸한 현실.,비혐오
한국인이 조센족을 왜 동포라고 인정하지 않느냐 ~ 지들 스스로 우리중국 ~우리인민 ~ 우리공산당 ~우리주석 ~ 그리고 지들 작은시보다 작은 소국이라고 무시함 ~ 태극기 들고 대한민국 외치는 인간들 본적이 없음 ~,혐오
안녕하세요~!댓글 1개인대 제가 2명을 만들 었네요--------,비혐오
"ㅋㅋ북민이 다시 월북이라니 무슨 이웃집 방문하듯 넘나다니누... 통일할 필요도 없을듯^^,,,",혐오
감사합니다^^,비혐오
박원순 성폭행에는 입다물고 단순 성폭행 범죄자들도 다 남성혐오로 몰아가는 급페미 선택적 잰더?,혐오
이사람 참 묘하게,비혐오
만물의주권자인예수그리스도,비혐오
일베들이 하는 헛소리를 갖다가 편들어주고있는 야당 수준 잘봤습니다ㅋㅋㅋㅋㅋㅋㅋ 국격을 깎아먹어도 유분수지,혐오
며 며 의 정치적 야욕과 이기심으로 23만명의 난민이 생기고 수 없는 무고한 생명이 희생되는 현실이 안타깝습니다. 미얀마 쿠테타와 민주화에 국제사회의 더욱 관심과 지지가 필요한 것 같습니다. 미얀마의 민주화를 응원합니다.,비혐오
알면서그런다에한표,비혐오
"내가 말하지만 ,,, 미국애들 비교하면 중국애들은 양반 이라니깐 ㅎㅎ",혐오
금리 올려라. 그래야 집값 잡힌다.백약이 무효다,비혐오
양민희 기사 잘봤다,비혐오
하나님~~~~ 목사님의 말씀을 듣는  모든 성도님들이 살아계셔서 우리와 늘 함께하시는,비혐오
페미특이 지들 끼리 속고속이는거지 그리고 우기는거고,혐오
우물밖으로 나오면 간단해 ㅋ 손내밀어줘도 안나오면서,혐오
어우..눈으로 더러운걸 보고도 몸을 담구고 싶나 ..,혐오
무비자 입국 안되는 국가 출신들은 영주권 및 귀화 자격조차 주지 말았으면 함.,비혐오
"감사합니다,아멘",비혐오
지들이 하버드 나온것도 아니면서 하버드에 이입 존나게 하넼ㅋㅋㅋㅋ,혐오
왼쪽에 있는 사람 매드몬스터 아닙니까?,비혐오
"저 때 난민들도 이슬람이었음. 난민이라 일자리가 없다고 툴툴대며 남자들은 하루 대부분 여럿이 돌아다니며 시각죽이고, 난민촌 여성들은 힘들다고 울고...",혐오
말을 준비시키느라 고생하셨습니다 그런데 애가두부 맛난다하고 청국장맛을 모른다   ㅋ,비혐오
극우의 약자공격이 시작됐다,혐오
장현국 하는 패턴이 꼭 문제 생기면 어디 거래소 상장 온보딩이짓거리 반복함 처음엔 좀 먹혔는데 이제는 상장이니 온보딩이니해도코인 반응도안함 말반 번지르게 하는놈,혐오
이제 민주당에는 투표 못하겠네요!,비혐오
북한 말투가 없으시네요?? 미국으로 가서 한국말은 체험을 못했을건데??,비혐오
혼자 찧고 까불고 있네.,혐오
질문자체가 더럽다..,혐오
외국이라 못가는데 진짜 나중에 꼭 가고 싶어요 으아악 기대된다 진짜 a( a),비혐오
기독교 여사친이 종교 사랑을 강요합니다  이게 사랑입니까 정말 너무하지않나요? 하늘이 주신 인연이라서 헤어질수없으니 노력해달라 고작 이거뿐이네요,비혐오
이들은 성타락자,혐오
간첩으로보자그냥,혐오
이런난민은 그냥 인정해줘야지 본국돌아가면 쥐도새도모르게 사라짐,비혐오
야당 정신 나갔냐?,혐오
저기 정부가 나라 망친것 아니냐?? 그럼 그냥 복종하고 살어 민주주의 맛을 보니 못살겠지 도와줄때 발전좀 하지 에휴 .,혐오
"""영적 각성과 그리스도의 心臟(심장)""에 대하여  요한복음 14장 16절에 예수께서 이르시되  ""내가 곧 길이요 진리요 생명이니 나로 말미암지 않코는 아버지께로 올 자가 없느니라""고  하셨습니다",비혐오
나는 공산당이 싫어요..중국과 북한을 위한 남쪽나라정부가 싫고 자랑스런 대한민국을 위한 정부를 원합니다..나라를 지키는 군인이 우대 받는 나라를 원합니다..멸공!멸공!멸공!,비혐오
항상 건강하시고 행복하세요 잘보고 있습니다,비혐오
우주만물은 있는 그대로의 모습이 평등이다. 모습을 인위적으로 변형하면 그것은 평등이 아니다.,비혐오
본토종공 아들은 이런 사실을 모르지 ..시진핑 노예들.,혐오
코로나로 백수되서 네이버 뉴스에 기생하는 장애인들보다 트젠이 더 생산적이지. 차별금지법으로 어기면 적어도 5년 깜빵으로 보내야 맞다,혐오
동성애자를 진짜로위한다면법으로 허용하는게아니라 동성애로인한 악영향(자신에게건 다른사람에게건)을알려주고 벗어날수있는 방법을 같이 나눠야지요무조건 옹호하고 자기권리라고 하는게 진짜위하는게아니지요,비혐오
여기서 젤 잘못한 거 박원순인데 해체할거면 민주당이 해체해야지 여가부가 왜 해체함 논점 흐리기 ㄴㄴ ㅋㅋㅋㅋ,비혐오
제발 해 연애 둘이 해,비혐오
물색깔 개지려버렸어요...ㅋㅋㅋ,혐오
좋은 기사네요. 이런 기사를 앞으로도 더 써주시길 응원합니다.,비혐오
리뷰 맛집이네,비혐오
후진국 출신들이 대세네...국가 발전에 도움이 되는 이들이 많아야 되는 데 출신국 퀄러티가 걱정. 귀화후라도 범죄나 좋지않은 일로 나라에 먹칠하는 국격을 떨어트리는 애들은 가차없이 방출해야!,혐오
미군기지는 대한민국으로부터 공여받아 미군이 주재권이 있는 곳으로 치외법권지역이긴 하지만 엄연히 대한민국 영토인데 미군기지내에 들어가기전에 막으면 그뿐이므로 억지로 강행할순없겠지. 동맹관계가 금갈수도.... 이래나 저래나 자주국방의 날이 와야...,비혐오
내부총질이지 민주당은 모두. 문재인과 대선 경선했던 주자들 이렇게 하나씩 작살나는구만. 민주당 정말 역겹다,혐오
김정숙은 타지마할 피라미드 잘 돌아다니더만 ㅋ,혐오
남아공정권의 차별정책이 바뀌지않는한 빈곤층은 백인뿐아니라 흑인들에게도 확대되고 악화될게 뻔히 보이니 안타깝네요,비혐오
20년전으로 돌아갈것같아 두려우면 진즉에 자기나란 자기들이 지키지그랬냐. 미국이 지켜줄거라 믿고 뒤로 해먹기바쁘더니....,혐오
약성경은 성경으로서의 가치는 10점도 줄수없는 불량 짜집기 잡서일 쁜이죠. 그래서 독일에서는 19금 도서로 정하여 청소년들의 건전함 상식과 윤리적 도덕적 성장을 저해하는 구약을 19금 도서롤 정함 것이지요.,혐오
모르면 공부하세욧,비혐오
여론 호도하지말고 여의도에 출근하는 이들한테 일 좀 하라고 해~~,비혐오
저거물없는카레  집에서하면 저렇게안되서 당시진짜신기했음,비혐오
이런 미친 목사 목사가 왜 이래 합동총회는 또 왜 이렇게 에~구 친미,혐오
별 이상한 작자가 펜으로 사람을 매도하냐? 논문 뒤져보니 별것도 없는 양반이..,혐오
인종차별이네,비혐오
모든 권리를 누릴 수 있다(7세기 기준),비혐오
공정하지 못하단건 공정하지 못하다고 말하는게 패미니즘이라고 한다는거 자체가 모순이다.구태정치를 즐기는 노년층 정치인들은 이제 자신들의 모습을 다시 돌아보고 반성하며 물러날 사람은 물러나라!!,혐오
역겨워. 제정신 아닌 지지자들만 바라보고 갈 데까지 가봐라!,혐오
좋아요^^,비혐오
저들은 중국동포가 아니다 국적도 중국이고 쓰는말부터 행동하나하나 다 중국인이다 함부로 동포라는말 가져다 부치지 말아라,혐오
인간은 맞냐,혐오
하태경님 응원하고 지지합니다.,비혐오
전부 다 동성애를 한대 ㅅㅂㅋㅋㅋㅋ 본인이 본인 입으로 본인도 동성애를 할 가능성이 있음을 말했네 ㅋㅋㅋㅋ 아 너무 웃겨 레즈 만세~,혐오
당신같은 주의종들이 이땅에 있어 한국은 소망이 있고 하나님은혜 감사합니다 이땅에 회복을 이세계에 회복이,비혐오
논란이 되고 부각이 된 사건들 이면에 더 많은 사건들이 있었을 겁니다. 미처 다 알려지지 않은 진실도 많을텐데 억울함이 남지 않도록 사회가 좀더 들여다봐줬으면 합니다.,혐오
"선생이란 자가, 인종차별 해버리네.",비혐오
정의당 동성애자들한테 돈받았냐? 아니 진짜 왜저래?,혐오
차별금지법은 학력만 파괴 되는 법이 아닙니다! 종교인들의 신앙 도 파괴하는 법 입니다!!,비혐오
이준석 말잘하네요,비혐오
너무 이기적인  생각하고 있네요,비혐오
20대 남녀 따로따로 '몰표' 4·7보선 젠더 이슈가 갈랐다,비혐오
"근데 군대 공익이나 상근 이런 걸로 가거나 안 다녀오면 왜 '제대로 안 다녀왔네', '남자가 덜 됐네' 이런 말을 하는거지?? 군대가 가기 싫고 가서 별로 좋지도 않은 곳이라는 걸 다들 알고 있으면서.. 미필로서 이런 말 들으면 빡이 친다",혐오
여자도 병으로 복무시켜라 사말고.,혐오
내로남불의 전형을 보여주는 중국,혐오
역시 차기후보는 이재명 밖에 없는건가?여가부 폐지하고 여성부 확대개편하자.,혐오
공감하는 내용입니다. 합격주의가 된 배경을 생각해보면 경직된 노동고용성과 더불어 이직이 자유롭지 않은 사회문화에서 비롯된거로 보입니다.,비혐오
한녀들이 그렇지 뭐,혐오
한국사람이 한국사람을 호갱시키는걸 영상 올리냐 머리가 돌인가 뭔 좋은 소리듣는다고 나참 어이없네,혐오
맞는말 이제 100만원씩 준다매,비혐오
믿음으로 승리합니다 주님의 이름을 찬양합니다 아멘,비혐오
더러운 연변족,혐오
민주당 50대 국개들이 문제야...   지들이 특권 누리고 산거를 왜 지금의 20대에게 떠 넘기나!!!,혐오
"봐봐 지가 무시하면서 증거 타령 ㅋㅋㅋㅋㅋㅋ 으휴,,,",혐오
윤미향 조국 추미애 ㅋㅋㅋ,혐오
이벤트 난이도가 너무 높잖아..,비혐오
한국분들이 집없이 월세   전세맏고 사는  사람들이 적지  않더라구요 중국은 집없는 사람이 별로 없습니다 나도  집2채 아들도   집2채 차가2대 이습니다  우리 조선족들도  생활  수준이 날마다 높아지고  이습니다  다같이 잘살아  갑시다 새해에 복많이 받으세요,비혐오
짜증난다 썸네일에 안 적어 둘꺼면 제목부터 좀 알려주고 시작하던가..,혐오
이 컬럼리스트는 별나라에 사시나? 저런 인간을 봐준다고?? 누가?,혐오
영상 잘 보고 갑니다,비혐오
목사님의 한주간의 간중을 들으면서 저도 모르게 눈물이 줄줄 흐릅니다.  영혼을 씻어주시는 주님의 말씀을 주셔서 주님  감사드려요.,비혐오
주인이들어온다잖아 다른곳으로이사하면 복비에이사비에 지출더나가고 다른곳은몇억씩올랐다,비혐오
좋은 정보 감사합니다,비혐오
박원숭이 시체나 빨아라 기자야!,혐오
"그쵸 우리나라 페미가 성소수자들 혐오하고,남성인권을 짓밟으며 트렌스젠더를 사람으로 보지않는다는 것을 알면 기사 대박 날듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",혐오
크흑... 곧 구독자8천명이라구...😭😭,비혐오
기레기들 전부 여가부편드냐 숏컷이 문제가 아니라니까 엉뚱한 기사 막찍어내네ㅋㅋㅋ,혐오
아니 그건 짬뽕 한 그릇으로 하루 세끼를먹는게 아니 잖아요. 냉장고의 있던걸 넣으면 그냥 부대찌개 만드는  꿀팁 이잖아요.,비혐오
"저렇게 얼굴, 이름 내놓고 인터뷰 하면 저사람들 총살 당하면 어째요!!",혐오
점마 뭘 자꾸 100퍼센트 확신하냐고하노 지 뚝배기에 우동사리든건 100퍼센트 확실한거같은데,혐오
탈레반 이것들은 아버지가 배 아파 낳았나보구나. 니들도 다 어머니가 낳았단다. 쑈 레기들,혐오
"오징어 삼각모양보고 일루미나티라고 몰지그래요?? ㅋㅋ무슨 찰리찾기도 아니고 한참을 찾음ㅋㅋ요즘보니까, 사실 감성적이고 예민하고 빼애액대는게 누구였는지 제대로 알아가네요~~~",혐오
남녀갈등 조장하는거 ㅈㄴ 역겹네,혐오
와 이제보니 유럽 장난아니네. 무조건 3차대전은 저쪽에서 시작하겠구만.,비혐오
해쉬스완이 이거 봄 인스타 스토리에 올림,비혐오
저도잘있어 .,비혐오
원조가 있으면 따불당이 같은 짓을 하면 용서되는가? 그따위 물타기 쉴드는 그만둬라.,혐오
괜히 찔려서ㅋㅋㅋㅋ,비혐오
우리나라도 김옥선의원이 남장이었어요,비혐오
이제부터는 오너들은 예비범죄자,혐오
세금살살녹는부서 ㅋㅋㅋ,혐오
신지예 말을 들어보면 진짜 이상론적인걸 알수있음.,비혐오
사람 도리는 하고 살자.,비혐오
I love him .,비혐오
차별금지법은 절대 안됩니다!!,비혐오
낙태 문제에는 내 몸은 내가 알아서 한다!!! 이러다가 생리대 파동때는 국가가 책임져라!!! 이러다가 일본인 여자가 비혼모됐다고 하니까 왜 한국은 국가가 여성을 통제하냐!!! 이러고 있네,혐오
"양성 태어날 확률이 2000분의 1이라면, 우리나라에는 10만명정도가 있을텐데.. 우리나라에서는 어떻게 살아갈가",비혐오
여성혐오 가 아니고 페미 혐오다...정신나간것들. 쯧,혐오
"한국서민 생활수준은 겉만 좀 번지르 할뿐 알고보면 전부 빚투성이 죽을때까지 이자만 갚다가 디짐, 제집가지고 사는놈 얼마안돼,",혐오
이렇게 빵 터진건 처음,비혐오
와 대박이다 진짜,비혐오
남자를 넘어서고 싶다...남녀차별이 있다는 건 인정하시는 가네요 그리고 만족하고 말고는 당사자들이 결정할 문제지 님이 하라마라 할 일이 아닙니다 빠지세요 좀,혐오
마태복음 6장 상고,비혐오
"학교에 민노총이 붙으니 돌봄도 밥그릇 싸움으로 변질되는군요. 노력이, 자격이, 절차가, 공정이 무시되는 현장을 여실히 보여주네요.",혐오
고통없이 도축하는게 어딨어요 ㅋㅋㅋ,비혐오
정부는 썩은줄 알았는데 군까지 썩을줄이야 답없군  우리도 정치군인은 철퇴내려아함,혐오
바리세인적 신앙을 추구하는 타락한교회 지도자가 교회를 타락의길로 인도한다,혐오
Rajsthan m Reet Eaxm ka paper out hua us k bare m bolo,비혐오
고소해요!!하예나님 응원합니다!,비혐오
